Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
61809-82633:Michel Baez,61809-82633,P,Michel,Michel Baez,Baez,7.666666667,3,5500,SD@ATL,SD,ATL,IL,Elbow,,,,P
61809-17100:Jeurys Familia,61809-17100,P,Jeurys,Jeurys Familia,Familia,5.933333333,30,5500,NYM@CIN,NYM,CIN,,,,,,P
61809-82639:Ryan Helsley,61809-82639,P,Ryan,Ryan Helsley,Helsley,4.43902439,41,5500,CHC@STL,STL,CHC,,,,,,P
61809-82638:Jordan Hicks,61809-82638,P,Jordan,Jordan Hicks,Hicks,4.2,10,5500,CHC@STL,STL,CHC,IL,Elbow,,,,P
61809-13010:David Phelps,61809-13010,P,David,David Phelps,Phelps,6.636363636,11,5500,BOS@TOR,TOR,BOS,IL,Lat,,,,P
61809-17109:Oliver Drake,61809-17109,P,Oliver,Oliver Drake,Drake,3,11,5500,BAL@TB,TB,BAL,IL,Elbow,,,,P
61809-13025:Pedro Baez,61809-13025,P,Pedro,Pedro Baez,Baez,4,18,5500,CLE@HOU,HOU,CLE,IL,Shoulder,,,,P
61809-53990:Shawn Armstrong,61809-53990,P,Shawn,Shawn Armstrong,Armstrong,3.45,20,5500,BAL@TB,BAL,TB,,,,,,P
61809-84727:Drew Smith,61809-84727,P,Drew,Drew Smith,Smith,7.619047619,21,5500,NYM@CIN,NYM,CIN,,,,,,P
61809-13078:Brad Brach,61809-13078,P,Brad,Brad Brach,Brach,4.8,25,5500,NYM@CIN,CIN,NYM,,,,,,P
61809-138016:Brandon Waddell,61809-138016,P,Brandon,Brandon Waddell,Waddell,3.111111111,9,5500,CHC@STL,STL,CHC,IL,Illness,,,,P
61809-70482:J.B. Wendelken,61809-70482,P,J.B.,J.B. Wendelken,Wendelken,4.727272727,22,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-68465:Yoan Lopez,61809-68465,P,Yoan,Yoan Lopez,Lopez,3.769230769,13,5500,SD@ATL,ATL,SD,,,,,,P
61809-68466:Steven Okert,61809-68466,P,Steven,Steven Okert,Okert,6.5,6,5500,MIA@WSH,MIA,WSH,,,,,,P
61809-68477:Jake Reed,61809-68477,P,Jake,Jake Reed,Reed,4.166666667,6,5500,SF@LAD,LAD,SF,,,,,,P
